Country,Country Code,Region,Region Code,City
United States,US,Minnesota,MN,Minneapolis
United States,US,Minnesota,MN,Owatonna
United States,US,Minnesota,MN,Sartell
United States,US,Minnesota,MN,Willmar
United States,US,Missouri,MO,Arnold
United States,US,Missouri,MO,Cape Girardeau
United States,US,Missouri,MO,Cedar Hill
United States,US,Missouri,MO,Earth City
United States,US,Missouri,MO,Fenton
United States,US,Missouri,MO,Independence
United States,US,Missouri,MO,Kansas City
United States,US,Missouri,MO,Malden
United States,US,Missouri,MO,Maplewood
United States,US,Missouri,MO,Marshall
United States,US,Missouri,MO,Park Hills
United States,US,Missouri,MO,Riverside
United States,US,Missouri,MO,Springfield
United States,US,Missouri,MO,St. Louis
United States,US,Mississippi,MS,New Albany
United States,US,Montana,MT,Laurel
United States,US,North Carolina,NC,Apex
United States,US,North Carolina,NC,Asheville
United States,US,North Carolina,NC,Beaufort
United States,US,North Carolina,NC,Camden
United States,US,North Carolina,NC,Cape Carteret
United States,US,North Carolina,NC,Carthage
United States,US,North Carolina,NC,Cary
United States,US,North Carolina,NC,Charlotte
United States,US,North Carolina,NC,Conover
United States,US,North Carolina,NC,Fayetteville
United States,US,North Carolina,NC,Gastonia
United States,US,North Carolina,NC,Greensboro
United States,US,North Carolina,NC,Greenville
United States,US,North Carolina,NC,Hendersonville
United States,US,North Carolina,NC,Huntersville
United States,US,North Carolina,NC,Kernersville
United States,US,North Carolina,NC,Mint Hill
United States,US,North Carolina,NC,Mooresville
United States,US,North Carolina,NC,Morganton
United States,US,North Carolina,NC,Mount Holly
United States,US,North Carolina,NC,Oak Island
United States,US,North Carolina,NC,Raleigh
United States,US,North Carolina,NC,Salisbury
United States,US,North Carolina,NC,Sherrills Ford
United States,US,North Carolina,NC,Sylva
United States,US,North Carolina,NC,Wallace
United States,US,North Carolina,NC,Wilmington
United States,US,North Carolina,NC,Wilson
United States,US,North Carolina,NC,Winston-Salem
United States,US,North Carolina,NC,Winterville
United States,US,North Dakota,ND,Fargo
United States,US,Nebraska,NE,Kingston
United States,US,Nebraska,NE,Omaha
United States,US,Nebraska,NE,Papillion
United States,US,New Hampshire,NH,Bedford
United States,US,New Hampshire,NH,Concord
United States,US,New Hampshire,NH,Conway
United States,US,New Hampshire,NH,Hudson
United States,US,New Hampshire,NH,Londonderry
United States,US,New Hampshire,NH,Nashua
United States,US,New Jersey,NJ,Aberdeen
United States,US,New Jersey,NJ,Basking Ridge
United States,US,New Jersey,NJ,Belmar
United States,US,New Jersey,NJ,Brick
United States,US,New Jersey,NJ,Bridgewater
United States,US,New Jersey,NJ,Cherry Hill
United States,US,New Jersey,NJ,Cranford
United States,US,New Jersey,NJ,Edison
United States,US,New Jersey,NJ,Forked River
United States,US,New Jersey,NJ,Franklin Township
United States,US,New Jersey,NJ,Hackettstown
United States,US,New Jersey,NJ,Lakewood
United States,US,New Jersey,NJ,Ledgewood
United States,US,New Jersey,NJ,Madison
United States,US,New Jersey,NJ,Maywood
United States,US,New Jersey,NJ,Merchantville
United States,US,New Jersey,NJ,Mine Hill
United States,US,New Jersey,NJ,Monmouth Junction
United States,US,New Jersey,NJ,Moorestown
United States,US,New Jersey,NJ,Mountainside
United States,US,New Jersey,NJ,Neptune
United States,US,New Jersey,NJ,North Bergen
United States,US,New Jersey,NJ,North Haledon
United States,US,New Jersey,NJ,Parsippany
United States,US,New Jersey,NJ,Pompton Plains
United States,US,New Jersey,NJ,Ramsey
United States,US,New Jersey,NJ,Randolph
United States,US,New Jersey,NJ,Roseland
United States,US,New Jersey,NJ,Somerset
United States,US,New Jersey,NJ,South Brunswick Township
United States,US,New Jersey,NJ,Tenafly
United States,US,New Jersey,NJ,Toms River
United States,US,New Jersey,NJ,Trenton
United States,US,New Jersey,NJ,Washington Township
United States,US,New Jersey,NJ,Wood-Ridge
United States,US,New Mexico,NM,Albuquerque
United States,US,Nevada,NV,Las Vegas
United States,US,Nevada,NV,Minden
United States,US,Nevada,NV,Reno
United States,US,New York,NY,Astoria
United States,US,New York,NY,Binghamton
United States,US,New York,NY,Brooklyn
United States,US,New York,NY,Buffalo
United States,US,New York,NY,Clarence
United States,US,New York,NY,Clinton
United States,US,New York,NY,Fredonia
United States,US,New York,NY,Glen Head
United States,US,New York,NY,Hauppauge
United States,US,New York,NY,Inwood
United States,US,New York,NY,Islip
United States,US,New York,NY,Jericho
United States,US,New York,NY,Melville
United States,US,New York,NY,New City
United States,US,New York,NY,New Paltz
United States,US,New York,NY,New Rochelle
United States,US,New York,NY,New York
United States,US,New York,NY,Nyack
United States,US,New York,NY,Orangeburg
United States,US,New York,NY,Orchard Park
United States,US,New York,NY,Plainview
United States,US,New York,NY,Port Washington
United States,US,New York,NY,Queens
United States,US,New York,NY,Rochester
United States,US,New York,NY,Ronkonkoma
United States,US,New York,NY,Spring Valley
United States,US,New York,NY,Springville
United States,US,New York,NY,Syracuse
United States,US,New York,NY,Valley Stream
United States,US,New York,NY,Wappingers Falls
United States,US,New York,NY,West Coxsackie
United States,US,New York,NY,Yonkers
United States,US,New York,NY,lake success
United States,US,Ohio,OH,Akron
United States,US,Ohio,OH,Aurora
United States,US,Ohio,OH,Baltimore
United States,US,Ohio,OH,Beachwood
United States,US,Ohio,OH,Berea
United States,US,Ohio,OH,Cincinnati
United States,US,Ohio,OH,Cleveland
United States,US,Ohio,OH,Columbus
United States,US,Ohio,OH,Dayton
United States,US,Ohio,OH,Eaton
United States,US,Ohio,OH,Elida
United States,US,Ohio,OH,Findlay
United States,US,Ohio,OH,Gahanna
United States,US,Ohio,OH,Girard
United States,US,Ohio,OH,Glenford
United States,US,Ohio,OH,Grove City
United States,US,Ohio,OH,Hamilton
United States,US,Ohio,OH,Hinckley
United States,US,Ohio,OH,Independence
United States,US,Ohio,OH,Lewis Center
United States,US,Ohio,OH,Lexington
United States,US,Ohio,OH,Maumee
United States,US,Ohio,OH,Miamisburg
United States,US,Ohio,OH,Mount Vernon
United States,US,Ohio,OH,"Newcomerstown,"
United States,US,Ohio,OH,North Canton
United States,US,Ohio,OH,North Olmsted
United States,US,Ohio,OH,Pataskala
United States,US,Ohio,OH,Sheffield Village
United States,US,Ohio,OH,Springfield
United States,US,Ohio,OH,Stow
United States,US,Ohio,OH,Tiffin
United States,US,Ohio,OH,Wadsworth
United States,US,Ohio,OH,Wheelersburg
United States,US,Oklahoma,OK,Duncan
United States,US,Oklahoma,OK,Edmond
United States,US,Oklahoma,OK,Muskogee
United States,US,Oklahoma,OK,Oklahoma City
United States,US,Oklahoma,OK,Shawnee
United States,US,Oklahoma,OK,Tulsa
United States,US,Oregon,OR,Beaverton
United States,US,Oregon,OR,Canby
United States,US,Oregon,OR,Hood River
United States,US,Oregon,OR,Jacksonville
United States,US,Oregon,OR,Lake Oswego
United States,US,Oregon,OR,Medford
United States,US,Oregon,OR,Portland
United States,US,Oregon,OR,Redmond
United States,US,Oregon,OR,Springfield
United States,US,Oregon,OR,Tualatin
United States,US,Pennsylvania,PA,Altoona
United States,US,Pennsylvania,PA,Beech Creek
United States,US,Pennsylvania,PA,Bethlehem
United States,US,Pennsylvania,PA,Bloomsburg
United States,US,Pennsylvania,PA,Blue Bell
United States,US,Pennsylvania,PA,Bryn Mawr
United States,US,Pennsylvania,PA,Camp Hill
United States,US,Pennsylvania,PA,Chambersburg
United States,US,Pennsylvania,PA,Collegeville
United States,US,Pennsylvania,PA,Delmont
United States,US,Pennsylvania,PA,Downingtown
United States,US,Pennsylvania,PA,Ephrata
United States,US,Pennsylvania,PA,Erie
United States,US,Pennsylvania,PA,Greensburg
United States,US,Pennsylvania,PA,Greenville
United States,US,Pennsylvania,PA,Hanover
United States,US,Pennsylvania,PA,Harmony
United States,US,Pennsylvania,PA,Harrisburg
United States,US,Pennsylvania,PA,Hatfield
United States,US,Pennsylvania,PA,Hermitage
United States,US,Pennsylvania,PA,Huntington Valley
United States,US,Pennsylvania,PA,Jamison
United States,US,Pennsylvania,PA,Johnstown
United States,US,Pennsylvania,PA,Jonestown
United States,US,Pennsylvania,PA,Lancaster
United States,US,Pennsylvania,PA,Lititz
United States,US,Pennsylvania,PA,Macungie
United States,US,Pennsylvania,PA,Mechanicsburg
United States,US,Pennsylvania,PA,Media
United States,US,Pennsylvania,PA,New Castle
United States,US,Pennsylvania,PA,New Cumberland
United States,US,Pennsylvania,PA,New Holland
United States,US,Pennsylvania,PA,Newtown
United States,US,Pennsylvania,PA,Philadelphia
United States,US,Pennsylvania,PA,Pittsburgh
United States,US,Pennsylvania,PA,Sinking Spring
United States,US,Pennsylvania,PA,Southampton
United States,US,Pennsylvania,PA,Tobyhanna
United States,US,Pennsylvania,PA,Warren
United States,US,Pennsylvania,PA,West Chester
United States,US,Pennsylvania,PA,Williamsport
United States,US,Pennsylvania,PA,Willow Street
United States,US,Pennsylvania,PA,York
United States,US,Rhode Island,RI,N Kingstown
United States,US,Rhode Island,RI,North Providence
United States,US,Rhode Island,RI,North Smithfield
United States,US,Rhode Island,RI,Warwick
United States,US,South Carolina,SC,Charleston
United States,US,South Carolina,SC,Columbia
United States,US,South Carolina,SC,Easley
United States,US,South Carolina,SC,Florence
United States,US,South Carolina,SC,Georgetown
United States,US,South Carolina,SC,Greenville
United States,US,South Carolina,SC,Greer
United States,US,South Carolina,SC,Hanahan
United States,US,South Carolina,SC,Hilton Head
United States,US,South Carolina,SC,Moncks Corner
United States,US,South Carolina,SC,North Charleston
United States,US,South Dakota,SD,Sioux Falls
United States,US,Tennessee,TN,Bluff City
United States,US,Tennessee,TN,Bristol
United States,US,Tennessee,TN,Chattanooga
United States,US,Tennessee,TN,Collierville
United States,US,Tennessee,TN,Franklin
United States,US,Tennessee,TN,Hendersonville
United States,US,Tennessee,TN,Hixson
United States,US,Tennessee,TN,Johnson City
United States,US,Tennessee,TN,Knoxville
United States,US,Tennessee,TN,Lakeland
United States,US,Tennessee,TN,Lebanon
United States,US,Tennessee,TN,Memphis
United States,US,Tennessee,TN,Nashville
United States,US,Tennessee,TN,Paris
United States,US,Tennessee,TN,Sharps Chapel
United States,US,Texas,TX,Addison
United States,US,Texas,TX,Arlington
United States,US,Texas,TX,Austin
United States,US,Texas,TX,Bedford
United States,US,Texas,TX,Bulverde
United States,US,Texas,TX,Burleson
United States,US,Texas,TX,Carrollton
United States,US,Texas,TX,Childress
United States,US,Texas,TX,Cleburne
United States,US,Texas,TX,Clute
United States,US,Texas,TX,College Station
United States,US,Texas,TX,Corpus Christi
United States,US,Texas,TX,Cypress
United States,US,Texas,TX,Dallas
United States,US,Texas,TX,Duncanville
United States,US,Texas,TX,El Paso
United States,US,Texas,TX,Farmers Branch
United States,US,Texas,TX,Fort Worth
United States,US,Texas,TX,Frisco
United States,US,Texas,TX,Galveston
United States,US,Texas,TX,Grand Prairie
United States,US,Texas,TX,Haslet
United States,US,Texas,TX,Houston
United States,US,Texas,TX,Irving
United States,US,Texas,TX,Kerrville
United States,US,Texas,TX,Lake Dallas
United States,US,Texas,TX,Lake Worth
United States,US,Texas,TX,Lewisville
United States,US,Texas,TX,Livingston
United States,US,Texas,TX,Lubbock
United States,US,Texas,TX,Lufkin
United States,US,Texas,TX,Marble Falls
United States,US,Texas,TX,McKinney
United States,US,Texas,TX,Mesquite
United States,US,Texas,TX,Midland
United States,US,Texas,TX,Mission
United States,US,Texas,TX,New Braunfels
United States,US,Texas,TX,Odessa
United States,US,Texas,TX,Plano
United States,US,Texas,TX,Red Oak
United States,US,Texas,TX,Richland Hills
United States,US,Texas,TX,San Antonio
United States,US,Texas,TX,Seguin
United States,US,Texas,TX,Southlake
United States,US,Texas,TX,Spring
United States,US,Texas,TX,Stephenville
United States,US,Texas,TX,Sugar Land
United States,US,Texas,TX,Tyler
United States,US,Texas,TX,Waxahachie
United States,US,Texas,TX,Whitehouse
United States,US,Texas,TX,Wichita Falls
United States,US,Utah,UT,Draper
United States,US,Utah,UT,Highland
United States,US,Utah,UT,Layton
United States,US,Utah,UT,Lindon
United States,US,Utah,UT,Pleasant View
United States,US,Utah,UT,Salt Lake City
United States,US,Utah,UT,Syracuse
United States,US,Virginia,VA,Alexandria
United States,US,Virginia,VA,Ashburn
United States,US,Virginia,VA,Belle Haven
United States,US,Virginia,VA,Fishersville
United States,US,Virginia,VA,Fredericksburg
United States,US,Virginia,VA,Great Falls
United States,US,Virginia,VA,Hampton
United States,US,Virginia,VA,Herndon
United States,US,Virginia,VA,Lynchburg
United States,US,Virginia,VA,Manassas
United States,US,Virginia,VA,Max Meadows
United States,US,Virginia,VA,McLean
United States,US,Virginia,VA,Reston
United States,US,Virginia,VA,Richmond
United States,US,Virginia,VA,Tysons Corner
United States,US,Virginia,VA,Virginia Beach
United States,US,Virginia,VA,Williamsburg
United States,US,Virginia,VA,Winchester
United States,US,Virginia,VA,Yorktown
United States,US,Vermont,VT,Burlington
United States,US,Vermont,VT,Winooski
United States,US,Washington,WA,Auburn
United States,US,Washington,WA,Bainbridge Island
United States,US,Washington,WA,Bellevue
United States,US,Washington,WA,Bothell
United States,US,Washington,WA,Bremerton
United States,US,Washington,WA,Leavenworth
United States,US,Washington,WA,Newport
United States,US,Washington,WA,Puyallup
United States,US,Washington,WA,Ridgefield
United States,US,Washington,WA,Seattle
United States,US,Washington,WA,Spokane
United States,US,Washington,WA,Vancouver
United States,US,Washington,WA,Wenatchee
United States,US,Washington,WA,Yakima
United States,US,Wisconsin,WI,Boscobel
United States,US,Wisconsin,WI,De Pere
United States,US,Wisconsin,WI,East Troy
United States,US,Wisconsin,WI,Franklin
United States,US,Wisconsin,WI,Germantown
United States,US,Wisconsin,WI,Grafton
United States,US,Wisconsin,WI,Green Bay
United States,US,Wisconsin,WI,Kaukauna
United States,US,Wisconsin,WI,Lake Mills
United States,US,Wisconsin,WI,Madison
United States,US,Wisconsin,WI,Menomonee Falls
United States,US,Wisconsin,WI,Milwaukee
United States,US,Wisconsin,WI,Oshkosh
United States,US,Wisconsin,WI,Racine
United States,US,Wisconsin,WI,Randolph
United States,US,Wisconsin,WI,Waukesha
United States,US,Wisconsin,WI,Wausau
United States,US,Wisconsin,WI,Wisconsin Rapids
United States,US,Wisconsin,WI,Wrightstown
United States,US,West Virginia,WV,Huntington
United States,US,West Virginia,WV,Kenna
United States,US,West Virginia,WV,Madison
United States,US,West Virginia,WV,Morgantown
United States,US,Wyoming,WY,Casper
United States,US,Wyoming,WY,Cheyenne
United States,US,Wyoming,WY,Sheridan
United Arab Emirates,AE,Abu Dhabi,AD,
United Arab Emirates,AE,Ajman,AJ,
United Arab Emirates,AE,Umm Al Quwain,AQ,
United Arab Emirates,AE,Dubai,DU,
United Arab Emirates,AE,Fujairah,FJ,
United Arab Emirates,AE,Ras Al Khaimah,RK,
United Arab Emirates,AE,Sharjah,SH,
Netherlands,NL,Drenthe,DR,
Netherlands,NL,Flevoland,FL,
Netherlands,NL,Friesland,FR,
Netherlands,NL,Gelderland,GE,
Netherlands,NL,Groningen,GR,
Netherlands,NL,Limburg,LI,
Netherlands,NL,North Brabant,NB,
Netherlands,NL,North Holland,NH,
Netherlands,NL,Overijssel,OV,
Netherlands,NL,South Holland,SH,
Netherlands,NL,Utrecht,UT,
Netherlands,NL,Zeeland,ZE,
Italy,IT,Abruzzo,AB,
Italy,IT,Basilicata,BA,
Italy,IT,Calabria,CA,
Italy,IT,Campania,CM,
Italy,IT,Emilia - Romagna,ER,
Italy,IT,Friuli - Venezia Giulia,FV,
Italy,IT,Liguria,LI,
Italy,IT,Lombardia,LO,
Italy,IT,Lazio,LZ,
Italy,IT,Marche,MA,
Italy,IT,Molise,MO,
Italy,IT,Piemonte,PI,
Italy,IT,Puglia,PU,
Italy,IT,Sardegna,SA,
Italy,IT,Sicilia,SI,
Italy,IT,Toscana,TO,
Italy,IT,Trentino,TR,
Italy,IT,Umbria,UM,
Italy,IT,Valle d'Aosta,VA,
Italy,IT,Veneto,VE,
United Kingdom,GB,East of England,EE,
United Kingdom,GB,East Midlands,EM,
United Kingdom,GB,London,GL,
United Kingdom,GB,North East,NE,
United Kingdom,GB,Northern Ireland,NI,
United Kingdom,GB,North West,NW,
United Kingdom,GB,Scotland,SC,
United Kingdom,GB,South East,SE,
United Kingdom,GB,South West,SW,
United Kingdom,GB,Wales,WA,
United Kingdom,GB,West Midlands,WM,
United Kingdom,GB,Yorkshire and the Humber,YO,
Germany,DE,Brandenburg,BB,
Germany,DE,Berlin,BE,
Germany,DE,Baden-Württemberg,BW,
Germany,DE,Bayern,BY,
Germany,DE,Bremen,HB,
Germany,DE,Hessen,HE,
Germany,DE,Hamburg,HH,
Germany,DE,Mecklenburg-Vorpommern,MV,
Germany,DE,Niedersachsen,NI,
Germany,DE,Nordrhein-Westfalen,NW,
Germany,DE,Rheinland-Pfalz,RP,
Germany,DE,Schleswig-Holstein,SH,
Germany,DE,Saarland,SL,
Germany,DE,Sachsen,SN,
Germany,DE,Sachsen-Anhalt,ST,
Germany,DE,Thüringen,TH,
